1	0	707
2	206	351
3	0	1557
4	460	181
5	1321	1481
6	408	250
7	0	402
8	0	1328
9	0	202
10	670	863
11	494	729
12	545	577
13	472	848
14	0	0
15	0	0
16	583	422
17	275	203
18	300	261
19	438	429
20	303	320
21	367	423
22	201	419
23	424	675
24	215	267
25	0	1596
26	327	370
27	403	680
28	1300	1876
29	308	455
30	715	780
31	671	1332
32	458	912
33	1073	1058
34	89	60
35	349	286
36	658	1024
37	847	1351
38	424	412
39	639	298
40	302	134
41	0	666
42	0	1045
43	0	940
44	0	832
45	0	1681
46	0	701
47	524	911
48	89	93
49	199	227
50	263	210
51	197	177
52	201	195
53	0	552
54	0	0
55	546	479
56	420	392
57	307	504
58	443	608
59	516	651
60	286	334
61	324	486
62	187	192
63	697	806
64	355	423
65	250	260
66	296	479
67	407	491
68	391	354
69	533	738
70	292	471
71	882	1104
72	581	771
73	333	404
74	313	411
75	185	149
76	475	789
77	432	848
78	349	817
79	1052	1841
80	1004	284
81	283	677
82	309	735
83	439	847
84	964	1535
85	508	571
86	1257	1518
87	0	792
88	936	1447
89	675	1269
90	364	592
91	0	1594
92	527	657
93	359	519
94	1009	1248
95	314	270
96	363	400
97	742	993
98	641	729
99	296	469
100	767	425
101	421	776
102	987	1908
103	554	496
104	778	685
105	613	523
106	264	267
107	476	489
108	0	894
109	0	515
110	739	1343
111	831	1073
112	677	1003
113	376	415
114	653	735
115	732	902
116	1246	1578
117	662	1069
118	0	1558
119	948	1007
120	0	0
121	0	0
122	0	0
123	0	0
124	0	0
125	596	468
126	653	550
127	0	0
128	0	0
129	0	0
130	0	0
131	1159	1107
132	0	0
133	582	508
134	181	387
135	669	597
136	0	0
137	690	740
138	0	0
139	0	0
140	268	330
141	518	680
142	0	0
143	0	0
144	1102	915
145	538	785
146	0	0
147	384	508
148	448	596
149	328	533
150	287	283
151	1294	1823
152	217	217
153	878	897
154	251	201
155	795	883
156	367	469
157	0	1004
158	1289	2613
159	296	805
160	630	986
161	765	936
162	0	795
163	0	0
164	0	0
165	689	703
166	310	414
167	0	0
168	0	0
169	331	633
170	0	0
171	0	0
172	521	711
173	520	420
174	0	0
175	292	621
176	907	1046
177	248	344
178	336	690
179	188	343
180	0	0
181	194	133
182	835	918
183	0	0
184	0	0
185	0	299
186	0	824
187	0	638
188	0	289
189	867	789
190	0	825
191	894	982
192	348	616
193	0	770
194	0	932
195	0	0
196	605	736
197	263	192
198	1086	2155
199	310	552
200	523	731
201	0	571
202	322	360
203	435	495
204	636	752
205	437	689
206	200	256
207	308	422
208	553	956
209	263	454
210	331	358
211	245	356
212	894	1637
213	0	719
214	0	565
215	0	324
216	0	406
217	0	252
218	0	349
219	0	675
220	311	364
221	406	257
222	458	235
223	361	301
224	366	195
225	466	454
226	612	606
227	370	0
228	470	0
