1	13	438	697	0
2	1	462	648	0
3	1	1268	874	0
4	1	735	905	0
5	1	690	1113	0
6	1	253	764	0
7	1	765	1034	0
8	1	423	738	0
9	1	336	1341	0
10	1	257	1445	0
11	1	204	1211	0
12	1	416	462	0
13	1	226	1448	0
14	1	179	1234	0
15	1	386	1249	0
16	1	305	986	0
17	1	473	820	0
18	1	891	836	0
19	1	556	1267	0
20	1	776	2252	0
21	1	1716	3479	0
22	1	742	226	0
23	1	263	240	0
24	1	283	272	0
25	1	333	216	0
26	1	105	368	0
27	1	1863	702	0
28	1	331	151	0
29	1	457	84	0
30	1	902	968	0
31	1	1163	1403	0
32	1	1203	760	0
33	1	164	244	0
34	1	162	248	0
35	1	1282	746	0
36	1	892	327	0
37	1	1532	1228	0
38	1	107	185	0
39	1	997	1192	0
40	1	1155	927	0
41	1	1476	1197	0
42	1	421	861	0
43	1	316	448	0
44	1	682	954	0
45	1	177	219	0
46	1	647	1013	0
47	1	244	491	0
48	1	32	75	0
49	1	1280	791	0
50	1	29	173	0
51	1	148	481	0
52	1	56	276	0
53	1	495	962	0
54	1	657	1369	0
55	1	772	604	0
56	1	203	363	0
57	1	519	988	0
58	1	656	560	0
59	1	34	182	0
60	1	35	228	0
61	1	49	170	0
62	1	19	175	0
63	1	104	379	0
64	1	22	36	0
65	1	49	313	0
66	1	146	124	0
67	1	831	617	0
68	1	209	264	0
69	1	177	328	0
70	1	273	505	0
71	1	158	415	0
72	1	356	358	0
73	1	494	37	0
74	1	572	156	0
75	1	222	24	0
76	1	73	382	0
77	1	39	183	0
78	1	122	502	0
79	1	88	255	0
80	1	250	634	0
81	1	96	383	0
82	1	14	151	0
83	1	99	258	0
84	1	306	244	0
85	1	111	104	0
86	1	668	386	0
87	1	1251	512	0
88	1	0	0	0
89	1	478	482	0
90	1	294	529	0
91	1	819	1351	0
92	1	339	168	0
93	1	598	351	0
94	1	456	22	0
95	1	626	556	0
96	1	272	376	0
97	1	308	813	0
98	1	374	1988	0
99	1	231	645	0
100	1	627	1354	0
101	1	328	1589	0
102	1	154	1140	0
103	1	476	1006	0
104	1	569	1226	0
105	1	377	480	0
106	1	189	711	0
107	1	507	931	0
108	1	447	2254	0
109	1	190	679	0
110	1	913	751	0
111	1	632	1621	0
112	1	242	817	0
113	1	454	1754	0
114	1	147	880	0
115	1	203	812	0
116	1	379	1200	0
117	1	1097	673	0
118	1	489	50	0
119	1	202	1062	0
120	1	81	518	0
121	1	183	1018	0
122	1	1149	605	0
123	1	977	33	0
124	1	280	888	0
125	1	624	680	0
126	1	585	652	0
127	1	574	509	0
128	1	549	266	0
129	1	862	815	0
130	1	851	570	0
131	1	818	559	0
132	1	750	1278	0
133	1	1203	2237	0
134	1	298	934	0
135	1	489	1581	0
136	1	339	1430	0
137	1	801	765	0
138	1	1353	1740	0
139	1	835	1687	0
140	1	1468	1861	0
141	1	259	881	0
142	1	2271	3787	0
143	1	379	1435	0
144	1	958	1420	0
145	1	283	923	0
146	1	202	1148	0
147	1	157	510	0
148	1	243	1392	0
149	1	319	1028	0
150	1	325	1044	0
151	1	191	597	0
152	1	367	1532	0
153	1	238	619	0
154	1	258	830	0
155	1	1170	2697	0
156	1	579	1351	0
157	1	1968	3858	0
158	1	1965	1995	0
159	1	1374	1854	0
160	1	1327	2366	0
161	1	628	1297	0
162	1	1356	3598	0
163	1	531	2086	0
164	1	252	790	0
165	1	386	1242	0
166	1	856	1274	0
167	1	251	712	0
168	1	171	284	0
169	1	505	1035	0
170	1	334	663	0
171	1	204	180	0
172	1	713	166	0
173	1	512	239	0
174	1	524	446	0
175	1	93	193	0
176	1	296	406	0
177	1	170	142	0
178	1	549	1242	0
179	1	271	185	0
180	1	1133	769	0
181	1	611	540	0
182	1	123	289	0
183	1	205	229	0
184	1	8	9	0
185	1	489	928	0
186	1	908	1640	0
187	1	285	363	0
188	1	263	491	0
189	1	755	1334	0
190	1	534	648	0
191	1	682	831	0
192	1	84	117	0
193	1	440	653	0
194	1	622	697	0
195	1	530	892	0
196	1	194	563	0
197	1	249	544	0
198	1	499	1334	0
199	1	168	309	0
200	1	220	580	0
201	1	610	1025	0
202	1	469	616	0
203	1	489	715	0
204	1	57	237	0
205	1	411	856	0
